car,posx,posy,vitesse,distance,BS,start,end,lifetime,lineid,roadid,Theta,Cdistance,NewLoad
32053,5534.219811,4302.958079,12.997902,421.532709,1,29905,29939,34,3184410,318441,1.183502581,579.7682753,99
29373,6048.644349,4118.542689,14.54689,515.57261,1,29906,29938,32,3025610,302561,0.319541205,318.9655297,99
32020,5527.536757,4876.1519,11.93365,993.055798,1,29907,29911,4,3084601,308460,1.40893694,1390.386751,99
32023,5528.743634,4873.144714,11.483848,989.980205,1,29909,29913,4,3084601,308460,1.407250086,1386.133948,99
32071,5969.59793,4263.98248,2.232215,537.105674,1,29909,29911,2,3184400,318440,0.551839103,524.6484546,99
29195,6021.530984,4115.323855,12.155368,490.032785,1,29910,29938,28,3025611,302561,0.327441735,314.413411,99
31500,5605.95929,4950.92404,0.042037,1066.058946,1,29910,29914,4,3275001,327500,1.348648576,1496.130525,99
31300,6166.516765,3801.576417,8.703561,583.511018,1,29911,29939,28,31952160,3195216,-0.113854033,129.292471,99
31484,5611.376791,4621.348673,11.100418,736.688597,1,29911,29919,8,3171810,317181,1.24707753,1030.040571,99
31078,5766.787982,4478.453221,12.123994,619.51214,1,29912,29938,26,3070020,307002,0.971660294,827.9558853,99
29398,6006.356128,4107.578049,3.017842,472.998018,1,29914,29938,24,3025610,302561,0.323803409,303.4591871,99
32098,5531.951574,4303.172572,14.080125,422.045996,1,29915,29939,24,3184410,318441,1.188436462,580.0716142,99
32101,5534.731258,3688.823731,13.846349,203.544159,1,29915,29939,24,3256400,325640,-0.883081097,288.7488487,99
32106,5571.368537,3492.591208,13.796276,392.804695,1,29916,29938,22,31952152,3195215,-1.098863594,566.2635441,99
32006,5631.191352,4752.948493,0.577583,868.973358,1,29917,29919,2,3084621,308462,1.272731063,1216.150822,99
32081,5560.446474,4821.966383,5.241756,937.401358,1,29917,29931,14,3084611,308461,1.365491923,1313.756858,99
32109,5523.804569,3689.820664,11.341761,205.780022,1,29917,29939,22,3256400,325640,-0.913517086,287.3389726,99
30186,6011.367089,4115.861989,12.556827,481.343137,1,29918,29936,18,3025612,302561,0.332983519,315.1744474,99
30534,6022.75847,4115.673203,14.3545,491.280507,1,29919,29939,20,3025611,302561,0.327349321,314.9074637,99
32023,5576.079058,4795.971876,8.768265,911.063505,1,29919,29921,2,25828150,2582815,1.343260602,1276.995073,99
32009,5538.524914,4739.760461,11.724056,856.249485,1,29921,29939,18,3174410,317441,1.370934642,1197.500128,99
32020,5620.473971,4762.819881,11.798671,878.383945,1,29921,29923,2,3084621,308462,1.287239033,1230.111073,99
26957,6011.246564,4108.969356,1.025638,477.969071,1,29922,29938,16,3025610,302561,0.323454601,305.4267923,99
27234,5998.075398,4112.083989,11.167635,467.877996,1,29923,29939,16,3025612,302561,0.334142309,309.8315485,99
31484,5613.008708,4723.019382,10.960636,838.363228,1,29923,29925,2,3087211,308721,1.282655557,1173.824667,99
28220,6068.570593,4123.597211,10.799467,535.645949,1,29924,29926,2,3025610,302561,0.317563142,326.1137032,99
29600,5590.047615,4684.696636,13.45802,799.697322,1,29924,29930,6,3087210,308721,1.296180698,1119.62812,99
29653,6034.350132,4115.137098,11.280774,501.298139,1,29924,29938,14,3025610,302561,0.321328451,314.1492967,99
28336,6009.992318,4112.039905,11.332184,478.311248,1,29925,29939,14,3025611,302561,0.328327408,309.7692044,99
32023,5532.833173,4731.025937,13.365282,847.888318,1,29925,29939,14,3174410,317441,1.375434774,1185.147646,99
27823,6028.477333,4117.12838,12.536209,497.015001,1,29927,29939,12,3025611,302561,0.326689391,316.9653947,99
31052,6137.213361,3744.81313,14.495745,565.853557,1,29927,29939,12,3147020,314702,-0.190074572,209.5678813,99
32100,5545.645657,4842.045004,14.024136,958.026481,1,29927,29931,4,3084601,308460,1.384736225,1342.152316,99
32159,5711.539048,3780.647542,1.423385,160.951091,1,29927,29939,12,3240640,324064,-0.315221963,158.8903699,99
32164,5663.494703,4186.482205,1.911551,310.549482,1,29928,29938,10,3056600,305660,0.780292079,415.0465146,99
32020,5639.870405,4744.996911,6.099649,861.500136,1,29929,29931,2,2857080,285708,1.26084704,1204.905587,99
32173,5526.76164,3689.908012,9.656192,3047.290518,1,29929,29939,10,3256400,325640,-0.904250849,287.2154438,99
28220,6002.471014,4106.472751,11.62896,469.050593,1,29930,29938,8,3025610,302561,0.324084279,301.8960597,99
30700,5993.263129,4110.728503,13.322926,463.014076,1,29931,29939,8,1082002,108200,0.334591323,307.9146019,99
32187,5768.641084,4274.807217,1.715061,2681.927045,1,29931,29939,8,3184400,318440,0.760087455,539.9569445,99
32188,5527.333407,3689.924901,9.956288,204.589988,1,29931,29939,8,3256400,325640,-0.90247366,287.1915592,99
32189,5569.269395,3489.661311,13.296139,395.830742,1,29931,29939,8,31952152,3195215,-1.105959259,570.4070442,99
32198,5525.098621,4303.820613,12.3715,423.667431,1,29932,29938,6,3184410,318441,1.203430195,580.9880826,99
32199,5564.884526,3494.869774,12.704356,3076.987612,1,29932,29938,6,31952150,3195215,-1.109523793,563.0411652,99
32203,5567.229065,3492.481829,10.869222,393.121467,1,29933,29939,6,31952151,3195215,-1.107208683,566.4182294,99
32204,5531.256477,3809.316459,12.607868,95.196181,1,29933,29939,6,3240620,324062,-0.471193879,118.3463986,99
32208,5560.088277,3488.176676,11.854462,397.875154,1,29934,29938,4,31952150,3195215,-1.125742486,572.5066352,99
30469,6040.194073,4116.529415,8.899021,507.131109,1,29936,29938,2,3025610,302561,0.320588853,316.1183303,99
32051,5603.975237,4707.017377,12.091327,822.153773,1,29936,29938,2,3087211,308721,1.2875078,1151.194415,99
1019,5818.605997,4056.154175,12.711679,736.224711,1,29941,30019,78,3025630,302563,0.346684268,230.734847,99
1045,5827.016724,4065.316721,11.453924,298.6069,1,29941,30015,74,3025632,302563,0.358409371,243.6926439,99
1077,5562.623156,3870.010886,13.074721,885.324778,1,29941,30095,154,312560,31256,-0.1169808,32.51151681,99
1091,5777.357486,4061.855324,0,258.372499,1,29941,30009,68,3194000,319400,0.390366558,238.7974893,99
1114,5609.4634,4284.662584,0,470.873538,1,29941,29969,28,3056600,305660,1.016478476,553.8945382,99
1127,5611.839144,4287.621081,6.234774,468.038499,1,29941,30027,86,10588180,1058818,1.015482029,558.0784847,99
1148,5632.553702,3570.619787,0,1185.255933,1,29941,29993,52,3256400,325640,-0.881753443,455.9144695,99
1180,5804.057252,4052.155638,8.266075,735.597748,1,29941,30019,78,3025630,302563,0.349227083,225.0800618,99
1260,5871.216704,4077.464521,12.76991,734.733599,1,29941,30017,76,3025632,302563,0.350719194,260.8722274,99
1265,5611.402017,4278.983308,0,394.619687,1,29941,29973,32,3056600,305660,1.006326935,545.862829,99
1352,5995.671898,4104.550715,9.734129,462.152084,1,29941,30025,84,1082000,108200,0.324601587,299.1778903,99
138,5860.720078,4071.153147,12.017031,736.592967,1,29941,30019,78,3025631,302563,0.346297563,251.9465967,99
1444,5769.66254,4059.659394,0.001949,251.286405,1,29941,30015,74,3194000,319400,0.392425831,235.6919753,99
1494,5671.690496,4284.486395,11.38722,407.954774,1,29941,29951,10,3184400,318440,0.909433209,553.6453693,99
1582,5792.984209,3592.851154,14.785824,1180.262443,1,29941,29965,24,31952162,3195216,-0.61380713,424.4745687,99
1610,5859.448954,3847.468976,14.061946,273.040683,1,29941,30017,76,3240640,324064,-0.092196244,64.39059165,99
163,5601.135338,3627.258988,9.941065,1127.829597,1,29941,30013,72,3256400,325640,-0.848541096,375.8145432,99
1642,5663.480829,3557.287171,0,336.070071,1,29941,29979,38,3147030,314703,-0.847375619,474.7696358,99
1647,6203.398627,3883.829736,14.091408,614.399741,1,29941,29949,8,31952171,3195217,-0.010963548,12.96871172,99
1674,5645.999878,3563.104461,7.040782,326.903234,1,29941,29985,44,14784150,1478415,-0.868791176,466.5427454,99
1696,5741.348834,4130.793178,10.867305,289.17893,1,29941,30035,94,3056610,305661,0.565913486,336.2903374,99
1760,5884.860255,4317.686119,14.571707,524.166546,1,29941,29945,4,3115200,311520,0.686864653,600.5968692,99
1776,5686.649162,4139.367305,12.986146,623.645389,1,29941,30009,68,3056610,305661,0.656644899,348.4159841,99
1799,5792.221772,4048.902808,0.429128,261.080867,1,29941,30037,96,3025630,302563,0.351420246,220.4798655,99
212,6184.252923,3751.228272,9.54523,1168.01915,1,29941,29947,6,3147010,314701,-0.171764147,200.4955005,99
263,5778.267444,4058.685312,0.000437,722.106211,1,29941,30013,72,3194001,319400,0.382973873,234.3144153,99
266,6171.832691,3795.163349,7.297603,589.715668,1,29941,29947,6,313180,31318,-0.120967952,138.3619187,99
286,5724.854444,4282.484991,14.454585,420.06041,1,29941,29943,2,3184400,318440,0.827697123,550.8149566,99
302,5670.963164,3557.819296,0,337.290933,1,29941,29973,32,3147030,314703,-0.834202122,474.0170974,99
322,5615.234833,3553.877979,12.247206,1201.453834,1,29941,29957,16,31952150,3195215,-0.938919869,479.5909614,99
356,5646.219139,3564.725322,4.5341,325.345815,1,29941,29961,20,1478470,147847,-0.865974011,464.2505018,99
419,5791.425419,4052.115673,0.919289,732.008285,1,29941,30015,74,3025631,302563,0.35868007,225.0235427,99
442,5629.345122,3576.842328,0,1178.918406,1,29941,29987,46,3256400,325640,-0.878151633,447.1144676,99
569,5624.075426,3556.677627,10.665817,1198.895782,1,29941,30003,62,31952151,3195215,-0.918160371,475.6316612,99
60,5665.663455,4140.270462,14.204492,266.533852,1,29941,30011,70,1343220,134322,0.69153702,349.6932409,99
602,6092.83134,4146.89499,10.537641,790.984859,1,29941,29945,4,3025610,302561,0.336495637,359.0617383,99
628,5772.914671,4053.723093,0.065677,725.502285,1,29941,30011,70,3194002,319400,0.37701264,227.2967779,99
675,5610.586839,3612.010566,9.530441,1143.232779,1,29941,29965,24,3256400,325640,-0.85657829,397.3790684,99
676,5694.824412,4137.883753,13.134778,274.133177,1,29941,30033,92,3056610,305661,0.641576222,346.3179247,99
728,5662.369945,3578.751578,13.572876,314.914662,1,29941,29989,48,31952161,3195216,-0.816355967,444.4143803,99
747,5649.227375,3575.873643,12.985951,1180.767213,1,29941,29995,54,14784120,1478412,-0.843560178,448.4843951,99
821,5772.483729,4057.034796,0.027773,722.190861,1,29941,30017,76,3194001,319400,0.384414898,231.9802332,99
823,5820.513918,4060.10722,8.765463,733.078935,1,29941,30015,74,3025631,302563,0.353035323,236.3252969,99
834,5957.484201,3676.20587,14.782307,1140.638119,1,29941,29977,36,3147020,314702,-0.35186758,306.5931989,99
875,5884.210014,4074.1846,10.7708,742.861629,1,29941,30039,98,3025630,302563,0.336952271,256.2337186,99
891,5852.529205,4065.477535,11.642569,319.405358,1,29941,30021,80,3025630,302563,0.341331921,243.9200692,99
90,5779.16749,4055.505613,0.000159,255.413074,1,29941,30015,74,3194002,319400,0.37555769,229.8176419,99
997,5621.835398,3537.728847,12.82363,1217.769504,1,29941,29947,6,31952150,3195215,-0.948554854,502.4292829,99
999,5790.342804,4055.237363,0.055577,728.708477,1,29941,30013,72,3025632,302563,0.365965801,229.4382791,99
286,5839.521979,4272.743577,13.898741,461.634426,1,29949,29957,8,3184400,318440,0.67696425,537.0385168,99
1855,5527.355738,3994.971204,13.742694,762.365535,1,29950,30090,140,3194030,319403,0.566403545,144.2090597,99
1858,5537.493703,3994.222736,15.045855,762.386332,1,29951,30085,134,928871,92887,0.535776978,143.1505661,99
212,6130.670506,3794.32318,13.705009,1103.846716,1,29951,29959,8,31952160,3195216,-0.128501859,139.5500971,99
995,6052.083602,4119.36209,13.851423,787.615585,1,29951,30115,164,3025610,302561,0.319122011,320.1243377,99
1869,5568.651383,3500.12637,13.412234,1255.007768,1,29953,29971,18,31952150,3195215,-1.096586876,555.6072158,99
1593,6009.122336,4111.792304,12.147951,477.428033,1,29955,30091,136,3025611,302561,0.328395453,309.4190437,99
1878,5525.678693,3994.530787,13.37145,762.937565,1,29955,30087,132,3194030,319403,0.569207778,143.586216,99
1881,5530.38016,3992.354866,14.902486,122.31661,1,29956,30094,138,3194031,319403,0.546369256,140.508999,99
1888,5530.045172,3995.67749,11.310197,125.400074,1,29958,30094,136,3194030,319403,0.562006847,145.2078989,99
1889,5531.847426,3989.329596,14.988965,767.654202,1,29958,30088,130,3194032,319403,0.528837196,136.2306211,99
1893,5530.529629,3995.804716,11.735554,125.285551,1,29960,30092,132,3194030,319403,0.561227684,145.3878236,99
1899,5523.428338,3993.939809,11.736716,763.710659,1,29961,30093,132,3194030,319403,0.573048745,142.7504469,99
1909,5913.845875,3875.187195,2.49293,938.56209,1,29964,30168,204,3240640,324064,-0.032562208,25.19111041,99
1487,6032.445496,4121.46277,12.437181,774.461821,1,29967,30143,176,3025612,302561,0.330714186,323.0951478,99
1930,5569.89993,4154.619815,1.335249,600.623658,1,29967,30033,66,328400,32840,0.911141105,369.9862906,99
1365,6134.7088,3795.1403,14.670768,1105.131473,1,29969,30015,46,31952160,3195216,-0.12678607,138.3945149,99
1145,5888.807114,4317.561181,14.251928,531.451084,1,29971,29975,4,3115200,311520,0.683000595,600.4201802,99
1941,5568.06594,4136.59618,2.208283,618.69361,1,29971,30025,54,1005230,100523,0.880754286,344.4970215,99
586,6078.922527,3741.581877,11.042381,510.482948,1,29971,30051,80,3147020,314702,-0.209566264,214.1375631,99
240,5917.347908,4264.185548,11.899889,591.632121,1,29973,29979,6,3184400,318440,0.593375974,524.9356361,99
1966,5524.041238,3689.827655,8.121844,205.698529,1,29975,30009,34,3256400,325640,-0.912770825,287.3290858,99
1968,5573.75286,3495.919151,13.843782,389.379484,1,29976,30032,56,31952152,3195215,-1.090740327,561.557122,99
1726,6136.371878,3744.793171,12.576567,565.043297,1,29977,30051,74,3147020,314702,-0.190302497,209.5961076,99
1970,5523.491605,3689.81142,8.232802,1067.080141,1,29977,30043,66,3256400,325640,-0.914505159,287.3520456,99
1973,5564.53374,3494.380258,12.506565,391.385208,1,29978,30040,62,31952150,3195215,-1.110719629,563.7334454,99
1747,6143.573175,3744.963973,14.511393,571.980328,1,29979,30053,74,3147020,314702,-0.188367295,209.3545571,99
1978,5574.577793,3497.070559,12.881948,1257.990775,1,29980,30036,56,31952152,3195215,-1.087914109,559.9287852,99
1981,5525.531439,3808.961791,13.130779,99.045785,1,29981,29985,4,3240620,324062,-0.48744006,118.8479749,99
1494,5940.553859,4319.614484,11.037443,558.998985,1,29983,29985,2,3115200,311520,0.639527037,603.3239892,99
240,5801.32071,4272.20107,11.350572,528.231175,1,29983,29997,14,3184400,318440,0.717747207,536.2712961,99
2002,5562.546459,3491.607034,16.141912,1263.629598,1,29984,30000,16,31952150,3195215,-1.117465605,567.6553764,99
2014,5529.262319,3689.981878,10.482675,203.962395,1,29987,30013,26,3256400,325640,-0.896512614,287.1109815,99
2022,5527.500342,3689.929832,9.963976,204.53503,1,29989,30017,28,3256400,325640,-0.901955668,287.1845857,99
884,6053.336878,4119.660682,13.1126,520.263752,1,29997,30099,102,3025610,302561,0.31897027,320.5466105,99
455,6029.382371,4120.732416,14.308224,499.506161,1,29999,30093,94,3025612,302561,0.331148025,322.0622713,99
656,6024.325431,4116.119166,14.050632,492.873513,1,29999,30095,96,3025611,302561,0.327231841,315.5381506,99
210,6046.309555,4117.986426,12.923792,513.239421,1,30001,30101,100,3025610,302561,0.319828135,318.178855,136
240,5615.941449,4290.056936,0.118027,465.842957,1,30001,30055,54,3184400,318440,1.010784056,561.5233039,136
164,6039.067558,4119.652475,13.165244,779.763781,1,30003,30095,92,3025611,302561,0.325268318,320.5350041,136
830,6106.88381,3744.083856,12.421212,1136.763224,1,30003,30055,52,3147020,314702,-0.198616064,210.5992305,136
2068,5528.196598,3988.370833,12.395469,768.881083,1,30004,30028,24,3194032,319403,0.534251959,134.8747255,136
1181,6217.993922,3874.419912,14.741936,1083.316492,1,30005,30007,2,31952170,3195217,-0.021829929,26.27621244,136
2104,5563.609804,3493.090917,15.032055,1262.12584,1,30011,30029,18,31952150,3195215,-1.113862073,565.5568489,136
2114,5575.621306,3498.527053,12.997404,386.704446,1,30013,30077,64,31952152,3195215,-1.084327486,557.8689916,136
697,5987.526385,4102.276437,12.716361,765.812924,1,30013,30099,86,3025620,302562,0.325277066,295.9615755,136
764,6176.395885,3804.730076,13.360508,1118.213055,1,30013,30069,56,31952170,3195217,-0.108627262,124.8325237,136
1181,6120.025794,3792.248893,15.065312,1100.457264,1,30015,30061,46,31952160,3195216,-0.133005135,142.4835819,136
2134,5530.464914,3995.787721,10.95551,761.314324,1,30016,30172,156,3194030,319403,0.561331544,145.3637891,136
1585,6132.944249,3794.783256,13.356036,551.375015,1,30019,30069,50,31952160,3195216,-0.127533659,138.8994514,136
2155,5574.227371,3496.581454,12.81926,388.699366,1,30020,30076,56,31952152,3195215,-1.089115639,560.6204841,136
2164,6142.494963,3748.243249,1.961722,570.13953,1,30023,30031,8,3147020,314702,-0.18453992,204.7169605,136
370,6155.931178,3799.434498,11.444309,1112.109758,1,30023,30087,64,31952160,3195216,-0.118046403,132.3216019,136
1614,5888.293356,4266.142479,14.805062,574.246778,1,30025,30035,10,3184400,318440,0.621252352,527.7031545,136
406,6149.706011,3798.17488,10.298055,1110.023588,1,30029,30093,64,31952160,3195216,-0.120562807,134.1029708,136
2200,5536.258035,3997.309083,14.052275,759.388091,1,30031,30169,138,3194030,319403,0.552298775,147.5153199,136
2205,5530.15275,3992.295145,12.903334,764.82044,1,30032,30168,136,3194031,319403,0.54672075,140.4245407,136
2206,5527.69682,3995.060777,13.980806,125.981961,1,30032,30166,134,3194030,319403,0.565839164,144.335735,136
2211,5532.36979,3989.466777,12.397577,767.480016,1,30033,30169,136,3194032,319403,0.528079259,136.4246244,136
2215,5532.083814,3996.212869,13.914413,124.930999,1,30034,30172,138,3194030,319403,0.558753873,145.9650392,136
2222,5529.326156,3995.488666,12.43709,761.697932,1,30035,30171,136,3194030,319403,0.563170409,144.9408614,136
2225,5524.242635,3990.743059,12.116899,766.829289,1,30036,30170,134,3194031,319403,0.556155392,138.2295597,136
1542,5923.014671,4263.80387,11.227012,595.129815,1,30037,30071,34,3184400,318440,0.588161244,524.3958619,136
1298,5921.794801,4263.886033,10.707096,594.37403,1,30039,30043,4,3184400,318440,0.589277872,524.512058,136
1614,5688.487256,4282.808033,14.857056,482.975068,1,30039,30051,12,3184400,318440,0.881155619,551.271807,136
1973,6196.62905,3927.239084,12.838904,609.095397,1,30046,30050,4,31952170,3195217,0.041246946,48.42137696,136
1298,5833.60888,4269.825681,11.200267,544.251835,1,30047,30061,14,3184400,318440,0.679348015,532.9119887,136
1163,5862.335183,4320.702226,13.957116,514.221761,1,30051,30063,12,3115200,311520,0.712256697,604.8622887,136
1395,5999.748945,4105.698335,1.288969,769.385693,1,30051,30089,38,3025610,302561,0.324283092,300.8008701,136
1216,6135.565447,3795.313637,12.700981,553.874924,1,30055,30103,48,31952160,3195216,-0.12642432,138.1493794,136
2296,5562.56126,3491.627688,11.532551,1263.608662,1,30056,30120,64,31952150,3195215,-1.117415543,567.6261672,136
2307,5573.358702,3495.369002,12.380772,389.944823,1,30058,30114,56,31952152,3195215,-1.092087862,562.3351502,136
2315,5573.83044,3496.027434,13.992875,1259.041445,1,30060,30118,58,31952152,3195215,-1.090474882,561.4039867,136
2321,5529.742522,3995.59801,12.667729,125.47258,1,30061,30175,114,3194030,319403,0.562495572,145.0954972,136
2330,5560.244666,3488.394914,10.171559,1266.88764,1,30063,30131,68,31952150,3195215,-1.125218143,572.198,136
266,5884.846119,4317.688012,13.049527,524.16013,1,30065,30067,2,3115200,311520,0.686880223,600.5995463,136
1247,6115.327786,3791.335002,15.085638,534.59711,1,30067,30111,44,31952160,3195216,-0.135029545,143.776019,136
2355,5572.949068,3494.79725,13.816173,1260.28108,1,30069,30121,52,31952152,3195215,-1.093486353,563.1437296,136
1298,5560.611375,4297.145859,12.057396,458.61397,1,30071,30073,2,3184410,318441,1.124038076,571.548555,136
2394,5569.974871,3490.645986,12.26794,394.81267,1,30078,30136,58,31952152,3195215,-1.10358042,569.0145035,136
2397,5564.142442,3493.834206,15.597781,1261.372914,1,30078,30082,4,31952150,3195215,-1.11205178,564.5056795,136
2398,5534.50483,4302.931126,15.919487,455.106591,1,30078,30176,98,3184410,318441,1.182883638,579.730158,136
2365,5611.072619,4298.407978,0.548394,457.226165,1,30079,30129,50,3216000,321600,1.028876728,573.3334608,136
2399,6187.531026,3576.148602,2.471645,1322.999672,1,30079,30083,4,3245800,324580,-0.368513546,448.0955443,136
2415,5575.377922,3498.187346,12.655874,387.052438,1,30084,30146,62,31952152,3195215,-1.085165167,558.3494099,136
1724,6036.328449,4115.608431,13.743694,781.48425,1,30087,30173,86,3025610,302561,0.321076673,314.8158622,136
2425,5526.600075,3689.903239,11.561789,1066.807978,1,30087,30117,30,3256400,325640,-0.904753882,287.2221939,136
1058,6044.612715,4120.974119,12.187974,781.919571,1,30089,30173,84,3025611,302561,0.324541421,322.404091,136
1878,6062.040692,4138.938481,12.547625,777.943092,1,30091,30093,2,3025610,302561,0.340098405,347.8095353,136
1703,5978.997551,4099.929491,13.601166,763.399929,1,30093,30173,80,3025620,302562,0.326053639,292.6424926,136
608,6004.239675,4106.975928,12.726767,470.847428,1,30093,30193,100,3025610,302561,0.323955998,302.6076594,136
266,5611.80152,4303.508945,0.077442,419.129629,1,30097,30177,80,3216000,321600,1.033074836,580.5473175,136
1201,6120.351309,3792.312215,15.69182,539.374859,1,30099,30141,42,31952160,3195216,-0.132865762,142.3940311,136
1685,5956.489395,4093.735745,12.142582,757.49114,1,30099,30175,76,3025620,302562,0.328208831,283.883213,136
2487,5532.917999,3689.453622,11.368835,203.429537,1,30099,30123,24,3256400,325640,-0.886893962,287.8580483,136
1919,6141.520474,3796.518594,10.503603,1107.329924,1,30101,30155,54,31952160,3195216,-0.123930813,136.4453129,125
749,6004.66881,4107.098015,13.763227,471.283448,1,30101,30175,74,3025610,302561,0.323924979,302.7803165,125
1778,6209.804322,3836.180119,12.866617,622.720954,1,30105,30107,2,31952170,3195217,-0.06731578,80.35544632,125
267,6025.562812,4116.433727,14.49895,494.114014,1,30105,30177,72,3025611,302561,0.327088256,315.983007,125
583,6040.88187,4116.693282,13.517896,507.817882,1,30105,30177,72,3025610,302561,0.320502626,316.3500732,125
715,6130.773032,3794.343926,13.347254,549.305509,1,30107,30155,48,31952160,3195216,-0.128458082,139.5207579,125
114,6154.955752,3802.598651,14.48966,1108.89227,1,30109,30155,46,31952161,3195216,-0.114229523,127.8468138,125
1778,6147.75047,3797.77919,12.363231,565.51707,1,30111,30161,50,31952160,3195216,-0.121361262,134.6625609,125
2551,5528.666477,3991.904827,14.740385,765.321529,1,30112,30264,152,3194031,319403,0.549038563,139.8725477,125
2555,5525.77257,3991.144843,13.357065,123.549325,1,30113,30265,152,3194031,319403,0.553656382,138.797768,125
2560,5537.273819,3997.574181,13.004662,123.889241,1,30113,30265,152,928870,92887,0.550761192,147.890225,125
962,6129.763727,3797.501223,12.026698,1100.634531,1,30113,30171,58,31952161,3195216,-0.124552892,135.0556656,125
2325,6159.916161,3745.3516,11.160936,1160.871577,1,30114,30204,90,3147020,314702,-0.184100839,208.8063697,125
2563,5528.877852,3995.370934,13.562795,125.683793,1,30114,30268,154,3194030,319403,0.56390024,144.7743633,125
2566,5631.871495,4237.689355,2.157444,355.285443,1,30115,30179,64,3056600,305660,0.915600599,487.4643606,125
880,5919.348636,4264.050791,12.525896,502.801873,1,30115,30179,64,3184400,318440,0.5915268,524.745061,125
1219,6038.072247,4116.02389,13.752209,782.148733,1,30117,30201,84,3025610,302561,0.320855938,315.40341,125
2580,5531.491786,3992.646796,12.434822,764.371355,1,30118,30266,148,3194031,319403,0.544662943,140.9218504,125
241,6212.611921,3855.43294,13.443089,624.312453,1,30119,30123,4,31952171,3195217,-0.044396695,53.12784575,125
2586,5532.602088,3989.527782,16.559621,767.402665,1,30119,30265,146,3194032,319403,0.527743521,136.5108985,125
2590,5526.794497,3994.823814,11.603246,762.556579,1,30119,30273,154,3194030,319403,0.567336573,144.0006187,125
1752,6143.456899,3796.910416,10.793913,1107.962062,1,30121,30185,64,31952160,3195216,-0.123127896,135.8911929,125
2599,5534.179686,3989.942083,15.862453,118.39809,1,30121,30263,142,3194032,319403,0.525484714,137.0968085,125
2601,5526.709216,3991.390821,12.036833,765.985612,1,30121,30271,150,3194031,319403,0.552146346,139.1456335,125
2614,5530.407451,3992.362034,12.200946,122.309824,1,30123,30269,146,3194031,319403,0.546327134,140.5191361,125
2628,5525.950896,3994.602271,10.180739,762.844479,1,30126,30280,154,3194030,319403,0.568749281,143.6873096,125
901,6151.55877,3798.549772,12.645683,569.162552,1,30127,30183,56,31952160,3195216,-0.119809851,133.5727934,125
1942,6176.704057,3755.464408,9.687582,1160.526723,1,30129,30187,58,313180,31318,-0.168253199,194.5046995,125
241,6112.586748,3794.160819,12.373621,531.408355,1,30129,30179,50,31952161,3195216,-0.131797168,139.7797103,125
672,6127.856234,3793.772128,12.379007,1102.943556,1,30133,30187,54,31952160,3195216,-0.129684127,140.3294023,125
2330,6190.234996,3834.649364,11.047696,1100.426169,1,30135,30141,6,31952170,3195217,-0.070761342,82.5202608,125
2113,5625.3719,4249.881772,9.392879,506.573615,1,30136,30138,2,3056600,305660,0.944163224,504.7070421,125
128,5615.350943,4277.622748,12.715648,393.506028,1,30137,30307,170,3056600,305660,0.997449832,543.9387066,125
1562,5621.894059,4258.449748,9.741153,497.774797,1,30137,30191,54,3056600,305660,0.96176333,516.82399,125
2670,5573.227207,3495.185466,12.149015,390.133505,1,30138,30202,64,31952152,3195215,-1.092537003,562.5947093,125
2671,5533.351055,3689.303187,12.306467,203.455272,1,30138,30240,102,3256400,325640,-0.885979034,288.0707956,125
2675,5525.238588,3689.863023,12.363296,1066.926076,1,30139,30245,106,3256400,325640,-0.909007748,287.2790679,125
2677,5563.241386,3492.576795,11.545123,1262.646752,1,30140,30176,36,31952150,3195215,-1.115112174,566.2839272,125
2682,5538.754956,3808.740107,13.565498,947.488981,1,30141,30159,18,3240620,324062,-0.456084877,119.1614834,125
1204,6007.062286,4111.206006,9.214459,768.715182,1,30149,30167,18,3025611,302561,0.328557305,308.5898931,125
1559,6141.32041,3796.478113,13.753412,559.369251,1,30149,30199,50,31952160,3195216,-0.124013986,136.5025617,125
1921,5907.282631,4264.863481,13.537097,585.503861,1,30151,30159,8,3184400,318440,0.602813985,525.8943782,125
2732,5564.623533,3494.505562,13.874759,391.254544,1,30154,30158,4,31952150,3195215,-1.110413668,563.5562387,125
2544,6174.54885,3773.028153,10.46496,1144.32616,1,30155,30157,2,313180,31318,-0.147484233,169.6658131,125
2736,5569.607023,3490.132559,14.411046,1264.987019,1,30155,30209,54,31952152,3195215,-1.10482153,569.7405989,125
1894,5873.715607,4319.178387,13.151979,519.205016,1,30156,30158,2,3115200,311520,0.699281166,602.7072549,125
2752,5567.712897,3498.816727,15.314176,1256.331329,1,30157,30175,18,31952150,3195215,-1.099826362,557.4593307,125
82,6082.56129,3785.033073,11.55315,1089.227631,1,30159,30213,54,31952160,3195216,-0.149754625,152.6882925,125
2770,5529.58251,3992.145392,11.717332,765.012367,1,30162,30252,90,3194031,319403,0.547605794,140.212758,125
1921,5736.006661,4278.059812,14.556895,499.674822,1,30163,30181,18,3184400,318440,0.806683723,544.5568085,125
2544,6122.399732,3796.068221,14.178826,1098.272749,1,30163,30213,50,31952161,3195216,-0.127621119,137.0822365,125
2776,5523.309673,4303.989782,11.100914,455.485097,1,30163,30209,46,3184410,318441,1.20736539,581.2273237,125
2778,5534.874245,3996.945678,12.894407,124.344008,1,30163,30253,90,3194030,319403,0.554408806,147.0013876,125
2783,5532.786937,3992.986923,11.935558,763.939125,1,30164,30246,82,3194031,319403,0.542699428,141.4028626,125
