car,posx,posy,vitesse,distance,BS,start,end,lifetime,lineid,roadid,Theta,Cdistance,NewLoad
2,5626.375186,3786.230587,1.904111,105.604458,1,7,17,10,3240630,324063,-0.390501109,150.9947519,1
15,5524.102266,4605.595321,9.40829,723.511805,1,167,287,120,1451280,145128,1.353802614,1007.761967,1
10,6044.558846,4117.56932,13.149624,2436.23522,1,389,441,52,3025610,302561,0.320044545,317.588978,1
31,5526.953921,4599.964361,11.731477,717.651555,1,415,427,12,3199251,319925,1.348288083,999.7985874,2
21,5917.251415,4264.192047,10.946481,501.533249,1,506,556,50,3184400,318440,0.59346538,524.9448271,6
38,5528.485408,3995.267873,11.6362,125.781634,1,518,658,140,3194030,319403,0.564541908,144.628613,6
46,5526.688095,4303.670306,14.568378,423.281938,1,577,647,70,3184410,318441,1.199941047,580.7755164,6
47,5724.020961,4539.644614,12.959584,668.423691,1,600,648,48,3161050,316105,1.066332224,914.4935832,6
55,5538.455225,4302.557562,15.663991,420.605625,1,720,888,168,3184410,318441,1.174329023,579.2018588,4
33,5688.971908,4539.835182,15.463081,662.422447,1,787,799,12,3161050,316105,1.108938324,914.763087,4
18,6207.35898,3831.655034,13.802857,620.655713,1,797,851,54,31952170,3195217,-0.072869274,86.7548829,4
63,5528.113784,4599.274195,12.542152,716.864532,1,866,886,20,3199251,319925,1.346516214,998.8225453,6
44,6030.286831,4114.169018,13.609209,497.244916,1,943,1053,110,3025610,302561,0.321850156,312.7802248,4
49,5561.6346,4654.399554,12.08996,769.886056,1,973,979,6,3087201,308720,1.320528326,1076.781576,4
82,5930.377313,4316.55707,9.11463,550.254463,1,1003,1163,160,3115200,311520,0.644663461,599.0001528,5
83,5598.573177,4964.502118,15.406981,1079.544565,1,1029,1033,4,3275001,327500,1.357949774,1515.332827,5
88,5532.224867,3809.242026,10.274526,94.671465,1,1067,1217,150,3240620,324062,-0.46917879,118.4516628,5
59,5995.403482,4104.475466,6.395365,461.880147,1,1201,1233,32,1082000,108200,0.324623135,299.0714721,6
103,5572.092489,3504.928387,1.36515,380.447493,1,1220,1274,54,31952150,3195215,-1.08461629,548.8161383,6
76,5636.341523,4738.977068,11.804479,855.288286,1,1234,1346,112,2857040,285704,1.262564298,1196.392243,6
107,5527.37565,4303.605288,11.93137,423.116943,1,1245,1325,80,3184410,318441,1.198433888,580.6835671,6
81,5596.697877,4780.232665,13.148507,895.26576,1,1296,1308,12,3084621,308462,1.317465927,1254.736468,6
112,5526.645766,3994.784755,12.636319,126.256655,1,1314,1448,134,3194030,319403,0.567584741,143.945381,6
107,5913.316525,4320.273899,12.287381,542.811731,1,1329,1333,4,3115200,311520,0.66373032,604.2565428,6
121,5525.301738,3808.944059,11.547114,99.206727,1,1402,1524,122,3240620,324062,-0.488127713,118.8730518,7
81,5516.101342,4980.489418,5.300302,1097.912236,1,1408,1410,2,5428420,542842,1.434539858,1537.942284,7
106,6129.344071,3744.626484,12.109408,2460.407155,1,1468,1528,60,3147020,314702,-0.192224897,209.8318386,7
78,6000.828364,4106.005425,14.898697,467.38207,1,1469,1533,64,3025610,302561,0.324204054,301.2351609,7
128,5530.405093,3995.772011,12.654037,125.31481,1,1475,1611,136,3194030,319403,0.56142761,145.3415718,7
121,6043.899335,4134.369439,11.05733,518.766346,1,1528,1532,4,3025610,302561,0.342525549,341.3479342,8
102,5828.214332,4325.271007,14.497018,501.060931,1,1543,1643,100,3115200,311520,0.753015755,611.3235207,8
85,6016.919874,4117.4403,14.469916,486.974242,1,1557,1629,72,3025612,302561,0.33251319,317.4065162,8
97,6009.759969,4108.546427,10.314492,476.457717,1,1667,1717,50,3025610,302561,0.32356008,304.8286804,4
111,5615.730252,4856.507782,12.699003,971.875443,1,1712,1728,16,3174430,317443,1.318161208,1362.605773,2
173,5527.981871,4603.208733,12.183624,720.796085,1,1961,2071,110,1451280,145128,1.347894454,1004.386822,3
174,5527.277933,4599.77156,11.460595,717.431528,1,1971,1985,14,3199251,319925,1.34779331,999.5259257,3
170,5997.861746,4105.164625,14.180877,464.370961,1,2010,2092,82,1082000,108200,0.324426462,300.0460901,3
130,5947.442406,4262.158572,13.771478,520.316776,1,2057,2179,122,3184400,318440,0.566466919,522.0690592,3
199,6117.9031,3744.352917,2.30594,547.284287,1,2251,2345,94,3147020,314702,-0.195431082,210.2187208,4
175,5557.777727,4973.626138,12.843528,1089.07378,1,2269,2271,2,3275002,327500,1.396053234,1528.23614,4
208,5520.045403,4608.342546,9.69839,726.621756,1,2372,2384,12,14512120,1451212,1.360026845,1011.64713,3
181,6153.108095,3745.190125,11.883118,581.175313,1,2436,2478,42,3147020,314702,-0.185857407,209.0347299,5
172,6015.546467,4110.19266,13.086954,482.341811,1,2458,2588,130,3025610,302561,0.323152194,307.1568054,5
186,6007.270521,4111.26527,10.372385,475.548317,1,2460,2572,112,3025611,302561,0.328540898,308.673705,5
187,6007.157222,4111.233025,0.751944,475.433322,1,2464,2574,110,3025611,302561,0.328549824,308.6281037,5
227,5525.490408,4604.741388,12.973867,2902.560902,1,2554,2574,20,1451280,145128,1.351691408,1006.554324,7
197,5999.607275,4105.65803,0.378294,466.141931,1,2556,2654,98,3025610,302561,0.324293485,300.7438702,7
228,5808.623366,4481.711933,10.984997,2623.130705,1,2569,2629,60,3070020,307002,0.927198019,832.5644,7
242,5536.955351,4302.699396,12.951102,420.929247,1,2723,2827,104,3184410,318441,1.177571717,579.4024423,2
235,5937.393618,4262.835395,12.744099,513.943284,1,2741,2805,64,3184400,318440,0.575239957,523.0262315,2
207,6013.11937,4109.502161,13.593147,479.87338,1,2820,2894,74,3025610,302561,0.323322401,306.1802924,9
205,5624.455977,4754.659972,10.690942,870.38244,1,2823,2825,2,3084621,308462,1.280449361,1218.571219,9
263,5522.07812,4610.74501,10.511186,728.823955,1,2864,2868,4,14512120,1451212,1.358004382,1015.044727,9
263,5582.051324,4685.206966,11.863219,800.237135,1,2872,2876,4,3087211,308721,1.305725581,1120.349836,9
209,5595.246599,4823.815068,13.995662,938.835849,1,2899,2911,12,3174430,317443,1.3303295,1316.371293,9
259,5550.445888,4758.054342,13.983703,873.905203,1,3112,3116,4,3174410,317441,1.361829235,1223.371583,2
289,5530.310142,3995.747076,12.041171,125.337202,1,3335,3455,120,3194030,319403,0.561580215,145.3063084,2
296,5535.013931,3996.982362,14.49581,124.31631,1,3390,3530,140,3194030,319403,0.554194485,147.0532666,2
267,5910.523087,4317.03664,14.524025,538.546891,1,3428,3530,102,3115200,311520,0.662527672,599.6783672,4
306,5534.192838,3996.76673,13.70482,124.481433,1,3495,3603,108,3194030,319403,0.55545861,146.7483169,4
307,5561.180551,3489.700929,11.162327,396.276769,1,3503,3569,66,31952150,3195215,-1.122073955,570.3510159,5
304,5704.903378,4542.889932,12.46544,668.021523,1,3572,3598,26,3161051,316105,1.091324742,919.0831559,5
335,5524.379421,4605.424825,13.393564,723.317184,1,3756,3860,104,1451280,145128,1.35338134,1007.52085,2
308,6030.187139,4114.145267,13.796912,497.145497,1,3805,3877,72,3025610,302561,0.321863035,312.7466358,10
341,5530.529958,4601.681738,14.198429,719.062903,1,3808,3824,16,3199250,319925,1.344013531,1002.227325,10
343,5548.56383,3975.128791,1.695494,98.784021,1,3824,3944,120,312560,31256,0.424799119,116.1476501,10
345,5631.438586,4476.027873,1.4788,592.549559,1,3836,3860,24,3216020,321602,1.144985189,824.5259252,10
353,5531.599477,3996.085674,13.575204,125.039382,1,3873,4013,140,3194030,319403,0.559520604,145.7851583,10
354,5525.940525,3994.599548,12.027617,126.445871,1,3874,4012,138,3194030,319403,0.568766729,143.6834587,10
355,5520.600243,4608.99831,8.629043,2907.428828,1,3874,3892,18,14512120,1451212,1.359473282,1012.574521,10
352,6021.90992,4118.858659,13.922889,492.03747,1,3886,3972,86,3025612,302561,0.332097203,319.4123787,10
274,5615.365092,4720.697745,11.509761,836.113532,1,3891,3905,14,3087211,308721,1.279277719,1170.541377,10
361,5525.101255,4507.590438,11.208229,625.86093,1,3917,3925,8,3070000,307000,1.319009118,869.1621327,8
344,5915.021952,4264.342209,11.703354,500.190788,1,3940,4056,116,3184400,318440,0.595536858,525.1571882,8
370,5536.453862,3997.36051,13.680588,124.040238,1,4032,4166,134,3194030,319403,0.552002517,147.5880486,5
311,6042.799672,4117.150197,13.701375,509.733123,1,4078,4174,96,3025610,302561,0.320263099,316.9962486,5
387,5525.414191,4600.652809,10.393855,2902.664307,1,4210,4228,18,14512130,1451213,1.350568518,1000.7722,1
409,5522.520927,4611.268363,11.149506,729.304602,1,4407,4417,10,14512120,1451212,1.357565836,1015.78486,4
347,6049.053863,4118.640256,11.746961,515.981905,1,4439,4521,82,3025610,302561,0.319491076,319.1035103,4
374,5666.710804,4540.989283,15.342252,660.576195,1,4472,4482,10,3161050,316105,1.137576122,916.3952323,4
382,6038.196481,4116.053489,15.465314,505.136806,1,4536,4596,60,3025610,302561,0.320840256,315.4452693,4
419,6194.59607,3756.503667,1.548591,619.078272,1,4592,4602,10,3147010,314701,-0.163459547,193.0349653,4
395,5971.857723,4260.51411,16.37768,536.275007,1,4712,4804,92,3184400,318440,0.545992092,519.7434387,4
413,5604.012154,4837.092363,14.338303,952.210708,1,4716,4724,8,3174430,317443,1.324831899,1335.148224,4
413,5644.068691,4762.41678,8.347051,879.143201,1,4728,4730,2,3087220,308722,1.262288146,1229.541002,4
416,5649.893403,4754.059114,13.934833,871.189847,1,4922,4928,6,3087220,308722,1.253364866,1217.721477,6
443,5731.794028,4543.388776,12.580766,673.695714,1,4932,4960,28,3161051,316105,1.059633697,919.7886278,6
443,5533.821762,4738.593854,12.097035,855.375418,1,4964,4966,2,3174410,317441,1.376014092,1195.850297,6
443,5541.261401,4815.070706,10.246156,931.295062,1,4974,4980,6,312360,31236,1.384010147,1304.004898,6
428,5914.116345,4264.403205,12.629232,499.647306,1,4992,5054,62,3184400,318440,0.596381444,525.2434496,6
431,5946.818337,4262.200605,11.080397,519.91755,1,4999,5057,58,3184400,318440,0.567005739,522.1285028,6
455,5528.900198,4797.252926,12.274844,914.23049,1,5089,5091,2,2783450,278345,1.393630465,1278.806752,4
455,5569.977507,4792.338996,5.116508,907.538378,1,5095,5111,16,3174420,317442,1.34881921,1271.857405,4
460,5533.470495,3996.577032,11.217898,124.631296,1,5157,5287,130,3194030,319403,0.556579357,146.4800434,4
440,5853.412533,4321.896968,14.707653,510.67891,1,5161,5261,100,3115200,311520,0.722643387,606.551909,4
434,6009.739721,4108.540666,10.168827,476.437134,1,5162,5292,130,3025610,302561,0.323561519,304.8205331,4
453,6065.055875,4122.670851,10.513027,532.08705,1,5342,5456,114,3025610,302561,0.317859029,324.8036324,1
447,6004.022048,4106.914014,7.788098,470.626316,1,5428,5548,120,3025610,302561,0.323971745,302.5200998,4
487,5537.158836,3997.544229,14.24046,123.910087,1,5471,5621,150,928870,92887,0.550934704,147.8478665,4
488,5532.149796,3996.230197,11.620224,124.916381,1,5475,5621,146,3194030,319403,0.558649712,145.9895446,4
450,6008.436557,4108.169922,11.089321,475.112449,1,5550,5626,76,3025610,302561,0.323654384,304.2962219,5
495,5527.149642,4603.72069,13.83564,721.377083,1,5554,5654,100,1451280,145128,1.349163859,1005.110839,5
501,5547.155805,4781.5316,2.006116,897.507575,1,5621,5629,8,3037070,303707,1.370751429,1256.573439,11
488,6042.399094,4130.619881,11.916696,515.654792,1,5625,5629,4,3025611,302561,0.33829656,336.0452584,11
501,5587.479123,4797.70295,15.336756,912.704217,1,5633,5635,2,3084620,308462,1.331752663,1279.443182,11
505,5528.657649,4598.950572,15.01519,716.496071,1,5640,5660,20,3199251,319925,1.345684677,998.3648733,11
501,5651.625539,4765.580352,6.979775,882.80446,1,5641,5643,2,742670,74267,1.255489988,1234.014968,11
511,5534.977383,4302.88644,12.740867,421.36388,1,5698,5828,130,3184410,318441,1.18185796,579.6669625,11
471,5916.068022,4264.271753,14.638605,500.819881,1,5710,5804,94,3184400,318440,0.594563543,525.0575484,2
525,5524.703111,4600.959904,10.819103,718.841202,1,5896,5918,22,14512130,1451213,1.35161771,1001.206498,3
533,5526.047923,4726.66415,14.547388,844.01511,1,5991,6001,10,3174410,317441,1.382279956,1178.979147,2
535,5563.219094,3492.545687,14.567573,393.300194,1,6011,6073,62,31952150,3195215,-1.11518776,566.3279206,5
524,6006.492618,4107.61688,9.527435,473.136726,1,6064,6120,56,3025610,302561,0.323793603,303.5141024,5
478,5902.694737,4265.172493,16.611546,492.884888,1,6068,6178,110,3184400,318440,0.607191982,526.3313871,5
541,5532.94827,4618.914192,1.57654,736.051518,1,6128,6132,4,3087201,308720,1.346052395,1026.597695,3
514,5598.382143,4778.681002,12.314724,893.730249,1,6246,6252,6,3084621,308462,1.315259908,1252.542085,5
514,5521.639886,4873.008012,12.308524,990.301579,1,6256,6262,6,3084600,308460,1.414292238,1385.940622,5
549,5519.617681,4607.837022,8.423855,726.159257,1,6256,6266,10,14512120,1451212,1.360454365,1010.932211,5
542,6174.827754,3747.477318,11.721369,601.752977,1,6426,6484,58,1921000,192100,-0.178229249,205.8001505,3
546,5575.334652,4671.398314,9.809967,786.517038,1,6482,6492,10,1743641,174364,1.309280494,1100.821453,3
573,5535.173382,3997.024236,15.082717,124.284892,1,6576,6676,100,3194030,319403,0.553950202,147.1124854,1
548,5768.287026,4545.455127,14.179103,2660.814203,1,6631,6663,32,3161051,316105,1.0193902,922.7108894,3
548,5555.409793,4771.722763,13.121199,2876.489423,1,6667,6669,2,3174410,317441,1.359581072,1242.701649,3
572,6093.867455,3743.746457,17.685577,524.255387,1,6729,6773,44,3147020,314702,-0.202522988,211.0763847,4
586,5534.405228,3996.822507,13.524824,124.438186,1,6753,6881,128,3194030,319403,0.555130624,146.8271975,4
555,6004.697094,4107.106061,9.001686,471.312185,1,6793,6837,44,3025610,302561,0.323922935,302.7916953,4
596,5527.481256,4303.595302,13.139883,423.091695,1,6834,6950,116,3184410,318441,1.198202508,580.6694447,8
598,5525.263866,4303.804987,13.127913,423.62709,1,6863,6951,88,3184410,318441,1.203067137,580.9659841,8
584,6041.623686,4116.870019,13.758601,2439.251568,1,6960,7054,94,3025610,302561,0.320409818,316.6000171,7
536,5534.590779,4976.343591,3.963075,1092.699042,1,6972,6974,2,542820,54282,1.417315232,1532.079199,7
602,5519.89851,4608.168933,8.036444,726.462884,1,6980,6992,12,14512120,1451212,1.360173591,1011.401604,7
606,5571.322984,3492.527627,12.048415,392.870259,1,7017,7093,76,31952152,3195215,-1.099018133,566.3534613,4
580,5539.699246,4973.871242,0.003515,1089.986764,1,7044,7046,2,3275000,327500,1.412357711,1528.58277,4
614,5525.520512,3994.489246,11.138715,126.560422,1,7162,7306,144,3194030,319403,0.569474813,143.5274681,2
619,5522.708152,4611.496156,11.902193,729.514409,1,7204,7212,8,3087201,308720,1.357382506,1016.107008,5
587,5841.36057,4323.510726,13.251059,505.942205,1,7216,7314,98,3115200,311520,0.736976286,608.8341075,5
619,5615.371847,4725.689582,11.812383,841.103113,1,7216,7218,2,3087211,308721,1.28092135,1177.6009,5
636,5528.369903,3689.955517,12.307226,204.250726,1,7297,7321,24,3256400,325640,-0.899263906,287.1482616,5
646,5525.019569,4605.03103,12.837285,722.868024,1,7357,7457,100,1451280,145128,1.352407846,1006.963939,4
595,6016.071118,4110.34192,13.593907,482.875471,1,7412,7532,120,3025610,302561,0.323115565,307.3678909,5
653,5608.854229,4713.054718,13.299934,828.292706,1,7447,7459,12,3087211,308721,1.284002433,1159.732504,5
659,5530.061798,4303.351276,12.294597,422.482546,1,7499,7579,80,3184410,318441,1.192558169,580.3243399,5
635,6056.254126,4120.355716,10.700859,523.181356,1,7593,7695,102,3025610,302561,0.318619145,321.5295371,3
623,5982.452366,4100.880179,11.199375,448.786158,1,7682,7774,92,3025620,302562,0.325736524,293.9869685,3
644,6213.976233,3905.632034,11.658036,625.316698,1,7716,7722,6,31952170,3195217,0.014913166,17.8643938,5
644,6171.204936,3802.566023,12.749332,588.011861,1,7726,7784,58,1047630,104763,-0.111980977,127.8929568,5
643,6029.479802,4113.976744,11.707157,496.440132,1,7773,7847,74,3025610,302561,0.321954515,312.5083083,5
658,6016.431912,4117.301603,11.811644,486.479264,1,7798,7886,88,3025612,302561,0.332554206,317.210369,5
695,5535.022086,4599.007955,14.91057,716.045372,1,7856,7868,12,3199250,319925,1.337153742,998.4460251,4
650,6035.354722,4115.376441,14.254693,502.300549,1,7857,7911,54,3025610,302561,0.321200417,314.4877788,4
660,6037.201531,4115.816443,11.741758,504.143673,1,7966,8000,34,3025610,302561,0.320966017,315.1100356,3
699,5530.165717,3995.709147,11.06404,125.371401,1,7973,8093,120,3194030,319403,0.56181261,145.2526687,3
660,5980.475966,4100.336318,8.632068,446.792078,1,8004,8094,90,3025620,302562,0.325917508,293.2178329,4
711,5528.787641,3995.347244,14.249742,125.706175,1,8054,8172,118,3194030,319403,0.564047514,144.7408605,4
721,5529.212657,3995.458859,12.086795,2965.724509,1,8195,8327,132,3194030,319403,0.563354864,144.898708,2
688,6026.004496,4113.148753,13.688559,492.975438,1,8218,8282,64,3025610,302561,0.322406748,311.3373522,3
687,6029.875356,4114.070984,12.675042,496.834575,1,8221,8283,62,3025610,302561,0.321903334,312.6415838,3
729,5765.354576,4545.289082,12.540877,683.434421,1,8303,8325,22,3161051,316105,1.022544481,922.4760664,3
738,5599.63867,4701.90033,14.991414,816.969602,1,8403,8413,10,3087211,308721,1.290755357,1143.957817,8
745,5522.646711,4890.815736,11.610658,2917.762779,1,8478,8482,4,3084601,308460,1.416055909,1411.124547,8
716,5728.676888,4869.853158,13.623829,994.708689,1,8483,8485,2,3087230,308723,1.216199225,1381.478984,8
751,5563.223353,3803.550824,1.957611,85.430696,1,8489,8493,4,3240620,324062,-0.427711335,126.5002378,8
717,5996.098061,4104.670187,14.37136,462.583854,1,8490,8572,82,1082000,108200,0.324567412,299.3468492,8
745,5571.703731,4789.085689,9.311489,2861.179128,1,8490,8508,18,3174420,317442,1.346208033,1267.256534,8
716,5668.267329,4781.878307,12.994946,900.37437,1,8491,8509,18,3087231,308723,1.244017455,1257.063757,8
745,5618.629591,4614.949588,11.219794,2809.379256,1,8512,8702,190,3171810,317181,1.235421184,1020.990899,6
756,5525.652723,3994.523966,11.208329,126.524214,1,8518,8648,130,3194030,319403,0.569251586,143.5765696,6
761,5527.111331,3994.907019,14.254005,2967.894991,1,8594,8732,138,3194030,319403,0.566809188,144.1182884,6
771,5597.018738,3795.468349,2.336487,89.890025,1,8686,8884,198,3240630,324063,-0.40103699,137.9305836,5
772,5525.714517,4997.326411,13.312976,1114.125261,1,8690,8694,4,5428290,542829,1.428053131,1561.753388,5
740,6041.758583,4116.902158,12.932861,508.693371,1,8760,8842,82,3025610,302561,0.320392963,316.6454685,6
776,5566.21139,4136.734669,2.652267,252.764049,1,8760,8814,54,1005230,100523,0.885577933,344.6928745,6
744,5898.259515,4317.332862,11.664505,531.557288,1,8841,8953,112,3115200,311520,0.673966014,600.0972884,8
741,6032.585868,4114.716763,13.945864,499.538,1,8848,8918,70,3025610,302561,0.321554213,313.5548532,8
781,6123.567611,3744.489476,12.907084,552.725735,1,8886,8944,58,3147020,314702,-0.193830643,210.0255972,8
771,5588.015222,4783.747299,11.397473,898.747839,1,8892,8898,6,3084620,308462,1.327584682,1259.706911,8
794,5531.207003,3995.982605,11.242076,125.12861,1,8917,9059,142,3194030,319403,0.560144689,145.6393967,6
767,5936.901815,4262.86852,15.472074,513.634395,1,8970,9054,84,3184400,318440,0.57567468,523.0730773,6
742,5598.006883,4650.26339,11.431159,765.316392,1,9028,9048,20,2065050,206505,1.274708515,1070.932156,7
752,6076.356732,4125.649371,12.463645,543.533535,1,9042,9106,64,3025610,302561,0.316917905,329.0158957,7
814,5522.9588,4721.923594,11.827049,839.525189,1,9043,9047,4,3174410,317441,1.384824225,1172.274989,7
763,5988.008587,4102.409128,13.356265,454.394742,1,9045,9049,4,3025620,302562,0.325233785,296.1492289,7
823,5665.377938,4480.240848,1.505459,600.121035,1,9111,9135,24,3070020,307002,1.100688567,830.4839716,8
825,5561.889859,3490.690758,14.835101,395.240101,1,9131,9179,48,31952150,3195215,-1.119683748,568.9511863,8
780,5638.05422,4745.781351,11.36755,862.177969,1,9155,9159,4,2857041,285704,1.263047372,1206.014952,8
832,5524.26017,4605.498184,11.985858,723.400912,1,9156,9260,104,1451280,145128,1.353562616,1007.624595,8
780,5580.884571,4678.393034,11.910613,793.434538,1,9163,9173,10,3087211,308721,1.304915879,1110.71348,8
825,6199.380377,3855.991925,15.08564,611.069287,1,9183,9187,4,31952170,3195217,-0.044431272,52.33732158,8
834,5522.680228,4509.214704,11.163645,627.727894,1,9184,9200,16,3070000,307000,1.323334894,871.4591917,8
832,5958.978829,4319.168415,12.637323,570.426636,1,9264,9266,2,3115200,311520,0.623960369,602.6931523,7
844,6176.669558,3755.745554,9.349778,601.716064,1,9291,9295,4,313180,31318,-0.167922717,194.107099,7
809,6001.737824,4106.264162,10.738772,468.305819,1,9306,9376,70,3025610,302561,0.324137665,301.6010703,6
845,5522.562172,4721.31493,10.527615,838.949729,1,9307,9315,8,3174410,317441,1.385153184,1171.414208,6
845,5537.558494,4842.371219,10.445345,958.752251,1,9321,9325,4,3084600,308460,1.39303839,1342.613654,6
816,5793.856528,4480.56169,13.116136,629.809434,1,9352,9374,22,3070020,307002,0.942513474,830.9377107,6
852,5537.943102,4502.607571,2.110398,619.714385,1,9368,9398,30,3070000,307000,1.297402843,862.1152946,6
852,5523.44628,4702.261767,6.931671,819.88663,1,9402,9414,12,3171830,317183,1.379832261,1144.468966,3
852,5551.698788,4822.046368,11.714844,937.788503,1,9418,9426,8,1221410,122141,1.374550354,1313.869974,3
858,5612.83834,4717.755184,2.08956,833.096311,1,9495,9503,8,3087211,308721,1.281107147,1166.379967,3
858,5526.621431,4700.198609,10.390106,817.581714,1,9507,9513,6,3171830,317183,1.375567658,1141.55122,9
855,5691.417635,4539.797508,15.20807,662.75874,1,9508,9520,12,3161050,316105,1.105889296,914.7098079,9
858,5597.325969,4832.958266,15.004139,947.994829,1,9521,9523,2,3174430,317443,1.330492729,1329.301728,9
819,5580.660426,4801.936111,7.018247,916.974034,1,9564,9566,2,2582850,258285,1.339921352,1285.429776,9
819,5541.344956,4744.088087,12.212234,860.408824,1,9570,9574,4,3174410,317441,1.368742179,1203.620315,9
795,5662.801534,4774.753565,12.179727,892.809091,1,9574,9576,2,3087231,308723,1.247124348,1246.98785,9
795,5584.098818,4682.470571,12.399278,797.485632,1,9584,9594,10,3087211,308721,1.302436698,1116.479989,9
867,5697.84761,4141.979233,2.220719,279.080863,1,9594,9688,94,3056610,305661,0.64513085,352.1098081,9
873,5527.20274,3994.931025,10.882069,126.109998,1,9637,9767,130,3194030,319403,0.566657358,144.152238,4
830,6009.883051,4108.581443,10.900212,476.582841,1,9666,9772,106,3025610,302561,0.323551328,304.8782005,4
851,5592.551065,4687.79093,11.586156,802.798784,1,9744,9792,48,3087210,308721,1.294279716,1124.004112,4
873,6077.862828,4143.113252,10.869625,552.819424,1,9771,9775,4,3025610,302561,0.338317175,353.7135531,4
865,6019.635539,4111.355982,11.871344,486.501797,1,9842,9934,92,3025610,302561,0.322868253,308.8019912,5
890,5617.509927,4658.958972,2.523198,774.483897,1,9890,9896,6,3082230,308223,1.2547078,1083.229566,5
890,5592.476373,4698.178594,12.85574,813.186025,1,9900,9910,10,3087211,308721,1.297757258,1138.694488,5
892,5552.308993,4778.006595,2.052333,893.76004,1,9914,9926,12,3037070,303707,1.364391187,1251.588329,6
894,5566.921621,4782.4508,1.863486,897.722337,1,9919,9925,6,3174420,317442,1.349701064,1257.873384,6
892,5515.518533,4893.875328,13.621669,1011.5478,1,9930,9932,2,3084600,308460,1.423482649,1415.451463,6
913,5525.033902,4303.826733,11.892742,423.683247,1,10221,10329,108,3184410,318441,1.203572409,580.9967376,6
884,5624.755299,4754.384215,8.748226,870.119161,1,10228,10230,2,3084621,308462,1.280042587,1218.181239,6
884,5574.702826,4801.134251,11.958655,916.245805,1,10234,10242,8,2582811,258281,1.34594987,1284.295774,6
919,5547.519724,4818.308828,1.552309,934.230154,1,10259,10269,10,312360,31236,1.378125073,1308.584294,6
922,5527.854258,4303.560029,13.826057,423.002719,1,10316,10360,44,3184410,318441,1.197385517,580.6195612,3
932,5535.031633,3996.987011,14.084978,124.312812,1,10432,10568,136,3194030,319403,0.554167347,147.0598413,1
916,5995.063191,4104.380068,10.749301,461.535404,1,10561,10593,32,1082000,108200,0.32465048,298.936559,5
902,5705.899855,4542.874495,13.503834,668.179936,1,10576,10592,16,3161051,316105,1.090108757,919.0613247,5
942,5534.351081,3996.808287,11.698683,124.449176,1,10598,10742,144,3194030,319403,0.555214174,146.8070874,5
927,5867.052705,4320.07055,13.354731,2578.684246,1,10669,10771,102,3115200,311520,0.706841225,603.9689639,6
951,5529.114391,3995.433053,12.917693,125.625417,1,10675,10811,136,3194030,319403,0.563514739,144.8622128,6
944,5608.227234,4712.314988,14.794929,827.538383,1,10685,10697,12,3087211,308721,1.284461556,1158.686368,6
953,5527.200774,4303.621825,13.420349,423.158808,1,10688,10722,34,3184410,318441,1.198817103,580.7069539,6
957,5656.153902,4203.470889,2.068722,2803.26549,1,10726,10742,16,3056600,305660,0.820933741,439.0721419,6
959,5533.219962,3996.511238,13.456281,124.684277,1,10752,10892,140,3194030,319403,0.556969977,146.3869966,6
929,6046.70398,4118.080397,12.357454,2434.030752,1,10829,10975,146,3025610,302561,0.319779528,318.3117501,5
945,5588.2478,4788.017464,12.306406,2844.600913,1,10859,10865,6,3084621,308462,1.328455233,1265.745836,5
945,5518.559633,4881.865089,11.920278,2921.022614,1,10869,10871,2,3084600,308460,1.418713554,1398.46642,5
935,6040.183421,4116.526877,13.910388,507.120473,1,10917,11053,136,3025610,302561,0.320590189,316.114741,4
982,5525.269978,4604.876988,15.231647,722.692462,1,10954,11056,102,1451280,145128,1.352026863,1006.746091,4
986,5520.157247,4608.474734,8.187032,726.742743,1,10977,10993,16,14512120,1451212,1.359915166,1011.834072,4
988,5522.460631,4611.1971,11.13814,729.239134,1,11002,11016,14,14512120,1451212,1.35762551,1015.684079,8
1003,5525.465532,3994.474807,12.689036,126.575519,1,11094,11224,130,3194030,319403,0.569567731,143.5070483,8
971,5637.355914,4745.010278,13.747625,861.368662,1,11133,11135,2,2857041,285704,1.263530582,1204.92449,7
971,5584.645823,4683.164493,13.122504,798.17637,1,11139,11149,10,3087211,308721,1.302017668,1117.461343,7
954,5612.944172,4760.781016,12.023574,876.108276,1,11149,11153,4,3084620,308462,1.294621561,1227.227682,7
954,5543.947801,4813.153622,7.99732,929.246386,1,11157,11159,2,312360,31236,1.380813089,1301.293732,7
1015,5532.575958,3689.572441,14.576598,203.40994,1,11159,11179,20,3256400,325640,-0.887618522,287.6900129,7
1019,5523.324584,4706.280021,9.106127,823.901774,1,11184,11204,20,3171830,317183,1.380897469,1150.151636,7
1003,6086.551132,4141.963915,12.457858,559.988913,1,11228,11232,4,3025611,302561,0.333105946,352.0881451,5
979,6017.287442,4110.687959,15.747745,484.112784,1,11289,11373,84,3025610,302561,0.323030872,307.857264,5
1037,5529.23839,3689.981171,13.158882,203.97008,1,11324,11384,60,3256400,325640,-0.896586238,287.1119814,3
1045,5521.619929,4610.203475,11.179728,728.326956,1,11392,11404,12,14512120,1451212,1.358458925,1014.278881,3
1045,5673.481356,4794.091073,15.214497,913.008039,1,11408,11410,2,3087231,308723,1.24294801,1274.335216,4
1022,6033.318546,4114.891323,13.424353,500.268918,1,11459,11533,74,3025610,302561,0.321460315,313.8017184,4
1044,5926.215103,4263.588309,14.105721,506.994215,1,11471,11555,84,3184400,318440,0.585247022,524.0910126,4
